[Header]\r\n2015-12-06 22:51:12,681 [13] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage d2c203aa-34cb-45f1-9656-79db55a14fad from bus SOLACE.MESSAGEBUS.ONE
2015-12-06 22:53:11,744 [12] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage 30720582-4d5f-4909-9ac6-2525ee8c9084 from bus SOLACE.MESSAGEBUS.ONE
2015-12-06 22:53:12,062 [13] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage a64ddb38-74fd-47f3-b00c-51c6787cf424 from bus SOLACE.MESSAGEBUS.ONE
2015-12-06 22:53:12,767 [12] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage 22fc5a9f-aa01-49f5-8df1-c3b173ec2a06 from bus SOLACE.MESSAGEBUS.ONE
2015-12-06 22:53:12,881 [12] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage a815bfb1-fee4-44e3-919e-2310b1cfbee1 from bus SOLACE.MESSAGEBUS.ONE
2015-12-06 22:53:13,383 [13] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage 63f4573e-f3f2-4915-9532-a14c8d861129 from bus SOLACE.MESSAGEBUS.ONE
2015-12-06 22:53:14,194 [12] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage 948f054f-a063-4fd0-9fb8-2d1bf9a80408 from bus SOLACE.MESSAGEBUS.ONE
2015-12-06 22:53:14,896 [12] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage 6cc9f5aa-9ea2-4a5b-83f0-a68f28b1b924 from bus SOLACE.MESSAGEBUS.ONE
2015-12-06 22:53:28,414 [13] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage 562fca85-65be-4eb7-ada3-72432d9a6b7c from bus SOLACE.MESSAGEBUS.ONE.HIGH
2015-12-06 22:53:28,446 [12] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage 640dca18-3a0a-43ca-96b7-f3da5097f55d from bus SOLACE.MESSAGEBUS.ONE.MEDIUM
2015-12-06 22:53:28,511 [16] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage cb330b39-a3ed-45ea-84f8-171137332829 from bus SOLACE.MESSAGEBUS.ONE.HIGH
2015-12-06 22:53:28,587 [13] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage 8ca6f970-a0a5-44e5-b929-54752e6d9863 from bus SOLACE.MESSAGEBUS.ONE.HIGH
2015-12-06 22:53:28,627 [15] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage 298939a9-f5b6-4d84-bcfc-4bc3a34f4db4 from bus SOLACE.MESSAGEBUS.ONE.HIGH
2015-12-06 22:53:28,654 [13] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage 4d54d23e-351c-4f2c-bc2a-15856eb1df1c from bus SOLACE.MESSAGEBUS.ONE.HIGH
2015-12-06 22:53:28,667 [12] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage ca76716c-7709-4511-a62f-0a40e1da272c from bus SOLACE.MESSAGEBUS.ONE.MEDIUM
2015-12-06 22:53:28,717 [15] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage 7a03e89a-ea39-4a34-b055-a89ace4e6c45 from bus SOLACE.MESSAGEBUS.ONE.HIGH
2015-12-06 22:53:28,805 [16] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage a521c432-c6a0-43f2-bd9b-c14988b17d4c from bus SOLACE.MESSAGEBUS.ONE.HIGH
2015-12-06 22:53:28,896 [13] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage 0e25f6ea-c7f0-44bc-babd-e292a05dcf35 from bus SOLACE.MESSAGEBUS.ONE.MEDIUM
2015-12-06 22:53:28,908 [12] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage bfcd801a-ab2e-4d70-a9dc-5c48c9694a69 from bus SOLACE.MESSAGEBUS.ONE.HIGH
2015-12-06 22:53:28,911 [15] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage 5b61265e-03b8-4695-8626-f2502a81a018 from bus SOLACE.MESSAGEBUS.ONE.SLOW
2015-12-06 22:53:28,931 [16] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage 26b9f0cc-3d94-4468-81fb-94ce3c84a373 from bus SOLACE.MESSAGEBUS.ONE.HIGH
2015-12-06 22:53:28,977 [12] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage 75ef1ed1-a13c-48b9-b23e-eabc58f6d7ba from bus SOLACE.MESSAGEBUS.ONE.HIGH
2015-12-06 22:53:28,985 [13] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage 65881f19-4984-4be4-b17c-ebdccae160df from bus SOLACE.MESSAGEBUS.ONE.MEDIUM
2015-12-06 22:53:29,029 [13] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage 4e6324a8-6649-4c16-9475-fe56ee67ae8e from bus SOLACE.MESSAGEBUS.ONE.MEDIUM
2015-12-06 22:53:29,071 [16] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage 0c9d8ae1-cb17-4d9b-9456-cddad4a4a369 from bus SOLACE.MESSAGEBUS.ONE.HIGH
2015-12-06 22:53:29,101 [15] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage 8945f60b-2c49-40c7-854a-f1e27faec33d from bus SOLACE.MESSAGEBUS.ONE.HIGH
2015-12-06 22:53:29,195 [12] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage dbd4a015-6175-48cd-86f4-2f4251dfa8bd from bus SOLACE.MESSAGEBUS.ONE.MEDIUM
2015-12-06 22:53:29,212 [12] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage 35a5a357-967e-4882-85b6-1dbb84164ff1 from bus SOLACE.MESSAGEBUS.ONE.HIGH
2015-12-06 22:53:29,274 [13] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage d073d761-e36e-40e6-84f1-fbee9f4ed390 from bus SOLACE.MESSAGEBUS.ONE.HIGH
2015-12-06 22:53:29,292 [16] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage ae01564a-9dc1-44ad-bea9-00c618c46d2b from bus SOLACE.MESSAGEBUS.ONE.HIGH
2015-12-06 22:53:29,328 [15] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage d09ebdd3-4e06-494e-b5ff-8d3b7720436d from bus SOLACE.MESSAGEBUS.ONE.HIGH
2015-12-06 22:53:29,353 [12] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage 3745fe81-637c-44fd-b5db-07f391381900 from bus SOLACE.MESSAGEBUS.ONE.HIGH
[Footer]\r\n[Header]\r\n2015-12-06 22:56:07,541 [13] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage 67c7716b-fba6-4c83-9722-b0fb1a792c93 from bus SOLACE.MESSAGEBUS.ONE
2015-12-06 22:56:07,913 [13] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage c35e67c8-c03b-45a8-9b9e-e27c8203e1e3 from bus SOLACE.MESSAGEBUS.ONE
2015-12-06 22:56:08,227 [12] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage 55b30fd3-472e-483d-aa65-ddb3502a81d0 from bus SOLACE.MESSAGEBUS.ONE
2015-12-06 22:56:09,039 [12] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage 88a44f62-0cec-4139-98dd-39986519597c from bus SOLACE.MESSAGEBUS.ONE
2015-12-06 22:56:09,850 [13] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage 81434fa4-65e4-475f-abf4-df38d4dcebb9 from bus SOLACE.MESSAGEBUS.ONE
2015-12-06 22:56:10,762 [12] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage 83564e82-3aa6-4a80-95f8-82bdeeb6aa1c from bus SOLACE.MESSAGEBUS.ONE
2015-12-06 22:56:11,164 [13] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage e36a51b1-941b-4892-bf67-eabe2c98f36e from bus SOLACE.MESSAGEBUS.ONE
2015-12-06 22:56:11,369 [12] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage 8a5a4d2b-abde-438b-a8ab-97a1d63536d1 from bus SOLACE.MESSAGEBUS.ONE
2015-12-06 22:56:11,774 [12] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage b6c782e6-ef45-4766-9dce-38b6d225e700 from bus SOLACE.MESSAGEBUS.ONE
2015-12-06 22:56:12,178 [13] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage c20e3917-890f-484a-89f0-f6514a91db36 from bus SOLACE.MESSAGEBUS.ONE
[Header]\r\n2015-12-06 22:59:54,267 [6] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage e75732d1-ab85-4a7b-ade8-0f2eaf2743ab from bus SOLACE.MESSAGEBUS.ONE
2015-12-06 22:59:54,604 [6] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage 4361ae40-d2d8-47fc-9071-f4a34559e477 from bus SOLACE.MESSAGEBUS.ONE
2015-12-06 22:59:54,713 [12] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage d2c22d53-3224-4629-bfbe-e64b430174cb from bus SOLACE.MESSAGEBUS.ONE
2015-12-06 22:59:55,023 [6] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage 45583aab-8d13-4ea1-9a0d-390d0f06fd59 from bus SOLACE.MESSAGEBUS.ONE
2015-12-06 22:59:55,227 [12] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage 90be052d-5469-4941-b105-8ba30427df1f from bus SOLACE.MESSAGEBUS.ONE
2015-12-06 22:59:55,931 [6] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage e1bd5eae-b5d0-47c9-a38d-6796088ee0ac from bus SOLACE.MESSAGEBUS.ONE
2015-12-06 22:59:56,633 [12] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage 2a19c583-9c6a-4a99-adda-741d48fda02f from bus SOLACE.MESSAGEBUS.ONE
2015-12-06 22:59:57,043 [6] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage a39d0c31-a76b-4843-bf5c-cfc1deaa2aa6 from bus SOLACE.MESSAGEBUS.ONE
2015-12-06 22:59:57,249 [12] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage 0240b076-9094-4cf0-acdf-06462e97fa3d from bus SOLACE.MESSAGEBUS.ONE
2015-12-06 22:59:57,454 [6] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage 4a9f7e83-9532-4db3-861b-c9d02699bb50 from bus SOLACE.MESSAGEBUS.ONE
[Header]\r\n2015-12-06 23:13:48,195 [12] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage f4756f94-99bc-4cdb-8c76-b7cf9067f84e from bus SOLACE.MESSAGEBUS.ONE
2015-12-06 23:13:48,600 [6] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage a09ab665-e648-4dd4-af98-1e2ac1ec65bb from bus SOLACE.MESSAGEBUS.ONE
2015-12-06 23:13:48,807 [12] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage ee638351-5bdf-4ac2-ab7b-b793d612bb63 from bus SOLACE.MESSAGEBUS.ONE
2015-12-06 23:13:49,513 [6] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage 633cb00b-347b-4ec8-b4c0-2153436f39a6 from bus SOLACE.MESSAGEBUS.ONE
2015-12-06 23:13:49,718 [12] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage f9f642eb-c06a-423d-a11f-d968288a052e from bus SOLACE.MESSAGEBUS.ONE
2015-12-06 23:13:50,221 [6] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage ea262ea8-e34a-48e8-9138-3df5f3864aa7 from bus SOLACE.MESSAGEBUS.ONE
2015-12-06 23:13:50,731 [6] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage 503ce8f9-c6b7-4eca-9456-ba27039ddf7c from bus SOLACE.MESSAGEBUS.ONE
2015-12-06 23:13:51,135 [12] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage b0dc9953-7d12-4c54-941b-5a11009096cb from bus SOLACE.MESSAGEBUS.ONE
2015-12-06 23:13:52,119 [12] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage b4eed30c-554a-44a1-8d07-261fef601d9f from bus SOLACE.MESSAGEBUS.ONE.HIGH
2015-12-06 23:13:52,179 [6] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage f583b660-9e2c-4d5d-a85a-80dbec473494 from bus SOLACE.MESSAGEBUS.ONE.HIGH
2015-12-06 23:13:52,201 [12] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage 773f91e0-8539-4cea-b05d-b1a2623c7da2 from bus SOLACE.MESSAGEBUS.ONE.HIGH
2015-12-06 23:13:52,214 [6] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage a47c62a9-8679-439b-a50a-6b76ff3b56b6 from bus SOLACE.MESSAGEBUS.ONE.MEDIUM
2015-12-06 23:13:52,245 [12] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage 713126af-33f2-43aa-b1d8-dd14b336ced4 from bus SOLACE.MESSAGEBUS.ONE.HIGH
2015-12-06 23:13:52,307 [6] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage 8e3bd27e-0b12-44c6-829d-054680be4737 from bus SOLACE.MESSAGEBUS.ONE.HIGH
2015-12-06 23:13:52,369 [12] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage 7b9734a7-10d9-43ef-98f4-148d2f6c8241 from bus SOLACE.MESSAGEBUS.ONE.HIGH
2015-12-06 23:13:52,394 [14] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage 00cef51d-a459-4c7f-a364-e56b42c44595 from bus SOLACE.MESSAGEBUS.ONE.MEDIUM
2015-12-06 23:13:52,441 [15] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage 587013fd-c7f1-4e3b-b6c6-59690335fbb7 from bus SOLACE.MESSAGEBUS.ONE.MEDIUM
2015-12-06 23:13:52,441 [6] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage affe08ba-9d0c-4f82-8bd1-03d40a514e5c from bus SOLACE.MESSAGEBUS.ONE.HIGH
2015-12-06 23:13:52,527 [12] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage 7eeb4800-cb97-4cfd-a247-1737d1c8801d from bus SOLACE.MESSAGEBUS.ONE.HIGH
2015-12-06 23:13:52,548 [6] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage a2da1f35-b0ce-4425-a60b-4f8fbbe06819 from bus SOLACE.MESSAGEBUS.ONE.MEDIUM
2015-12-06 23:13:52,625 [14] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage dcb71206-e896-462d-b860-42138d7b35aa from bus SOLACE.MESSAGEBUS.ONE.HIGH
2015-12-06 23:13:52,712 [12] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage d4b67dd2-5877-487f-8393-37b3abfe5d56 from bus SOLACE.MESSAGEBUS.ONE.MEDIUM
2015-12-06 23:13:52,750 [15] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage 9d491d5a-2883-4d7d-a871-0596fb48f789 from bus SOLACE.MESSAGEBUS.ONE.HIGH
2015-12-06 23:13:52,837 [12] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage 3ce9a2f4-b634-4479-bc33-5d6f6a8c37d4 from bus SOLACE.MESSAGEBUS.ONE.HIGH
2015-12-06 23:13:52,872 [6] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage 15b849a7-10c7-409c-b724-a97d1bd805f3 from bus SOLACE.MESSAGEBUS.ONE.HIGH
2015-12-06 23:13:52,891 [12] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage 97f35ccf-e5c2-45e7-84dc-f3d7e0b87a88 from bus SOLACE.MESSAGEBUS.ONE.MEDIUM
2015-12-06 23:13:52,951 [6] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage 42ce0a4e-506e-4fe6-8742-e0d2e29b4967 from bus SOLACE.MESSAGEBUS.ONE.HIGH
2015-12-06 23:13:52,993 [12] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage fde3d7f5-c974-4783-bdea-3806f512c249 from bus SOLACE.MESSAGEBUS.ONE.MEDIUM
2015-12-06 23:13:53,008 [6] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage d956ff4c-e72a-42d8-8e5d-07d8e9a4c332 from bus SOLACE.MESSAGEBUS.ONE.HIGH
2015-12-06 23:13:53,039 [12] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage aa34e861-a0cf-433e-9d52-26ab5408c714 from bus SOLACE.MESSAGEBUS.ONE.HIGH
[Footer]\r\n[Header]\r\n2015-12-06 23:15:59,224 [12] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage 829eb8d3-fc98-4985-880d-3af80df43d97 from bus SOLACE.MESSAGEBUS.ONE
2015-12-06 23:15:59,948 [12] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage a8f64b87-a9f7-4fa3-908e-b47c78fcb1d9 from bus SOLACE.MESSAGEBUS.ONE
2015-12-06 23:16:00,453 [6] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage c6e1d942-2db8-47ef-9d85-4322fb63d665 from bus SOLACE.MESSAGEBUS.ONE
2015-12-06 23:16:01,258 [12] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage b9396caf-796d-49fd-8404-ffd741669ecb from bus SOLACE.MESSAGEBUS.ONE
2015-12-06 23:16:01,964 [6] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage bb1af647-9cac-4941-9498-fcb945b69151 from bus SOLACE.MESSAGEBUS.ONE
2015-12-06 23:16:02,272 [12] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage 649dec48-b5c3-4e17-a1bb-3a8b4075a77e from bus SOLACE.MESSAGEBUS.ONE
2015-12-06 23:16:02,884 [6] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage 803deaa6-653e-4827-a7cc-7e50ec4ac043 from bus SOLACE.MESSAGEBUS.ONE
2015-12-06 23:16:03,589 [6] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage 1b18ec34-9946-4f4f-9946-564ff5f635aa from bus SOLACE.MESSAGEBUS.ONE
2015-12-06 23:16:04,194 [12] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage ae21b783-2af7-4c8f-ae8d-332eaf8a633d from bus SOLACE.MESSAGEBUS.ONE
2015-12-06 23:16:04,309 [6] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage e63e0df9-6875-43ad-b720-0ed65add29fb from bus SOLACE.MESSAGEBUS.ONE
2015-12-06 23:16:05,784 [14] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage 2dd012e3-6c14-42c4-b3ab-9f79a2a606ad from bus SOLACE.MESSAGEBUS.ONE.HIGH
2015-12-06 23:16:05,838 [12] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage 38916fa3-a509-4e67-ac69-4c226041c9d1 from bus SOLACE.MESSAGEBUS.ONE.HIGH
2015-12-06 23:16:05,903 [6] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage d6f9e882-ca52-46f5-9b6a-2c832a51a369 from bus SOLACE.MESSAGEBUS.ONE.MEDIUM
2015-12-06 23:16:05,921 [12] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage 17cd6e06-96ad-4fa6-b5b4-414b4177f17b from bus SOLACE.MESSAGEBUS.ONE.HIGH
2015-12-06 23:16:05,982 [14] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage 142ca959-8e44-49b3-b49e-6f20046d4c03 from bus SOLACE.MESSAGEBUS.ONE.HIGH
2015-12-06 23:16:06,052 [12] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage cfbecdea-0e88-4d24-801d-cbbb22286980 from bus SOLACE.MESSAGEBUS.ONE.HIGH
2015-12-06 23:16:06,058 [15] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage 5ca55218-3a88-4176-b7ae-fbc5e54b9e01 from bus SOLACE.MESSAGEBUS.ONE.MEDIUM
2015-12-06 23:16:06,118 [6] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage 940cfe6e-ef0f-4c99-9ecf-b43fc4d216d4 from bus SOLACE.MESSAGEBUS.ONE.HIGH
2015-12-06 23:16:06,182 [14] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage bcecadfd-9c1b-431c-87d2-59b6d1f20d53 from bus SOLACE.MESSAGEBUS.ONE.HIGH
2015-12-06 23:16:06,262 [6] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage e5de2201-edaa-4818-bd54-0d0c5bc9c3d6 from bus SOLACE.MESSAGEBUS.ONE.HIGH
2015-12-06 23:16:06,278 [12] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage 909800bc-3140-4367-b7a4-2ed17c503f46 from bus SOLACE.MESSAGEBUS.ONE.MEDIUM
2015-12-06 23:16:06,341 [6] INFO  MessageProcessorApplication.MessagePersisterApp Message persistedMessage 006b6b92-cb1f-4817-b234-c90f981f88c2 from bus SOLACE.MESSAGEBUS.ONE.HIGH
